 Well, I wanted to name him after his dad, Denton Winslow Crocker.	 ฉันอยากตั้งชื่อเขาตามพ่อของเขา เดนตัน วินสโลว์ คร็อกเกอร์
 On the afternoon of August 2, the destroyer U.S.S. Maddox was moving slowly through international waters in the gulf on an intelligence-gathering mission in support of further South Vietnamese action against the North.	 ในตอนบ่ายของวันที่ 2 สิงหาคม เรือพิฆาตยูเอสเอสแมดด็อกซ์ ในตอนบ่ายของวันที่ 2 สิงหาคม เรือพิฆาตยูเอสเอสแมดด็อกซ์ เคลื่อนที่อย่างช้าๆ ผ่านน่านน้ำสากลในอ่าว เคลื่อนที่อย่างช้าๆ ผ่านน่านน้ำสากลในอ่าว เพื่อทำภารกิจรวบรวมข่าวกรอง ในการสนับสนุนการดำเนินการ ของเวียดนามใต้ต่อฝ่ายเหนือ ในการสนับสนุนการดำเนินการ ของเวียดนามใต้ต่อฝ่ายเหนือ
 The commander of a North Vietnamese torpedo-boat squadron moved to attack the Maddox.	 ผู้บัญชาการกองเรือรบตอร์ปิโด ของเวียดนามเหนือ เคลื่อนที่ไปโจมตีแมดด็อกซ์
 The Americans opened fire and missed.	 ทหารอเมริกาเริ่มยิงแต่พลาด
 North Vietnamese torpedoes also missed.	 ตอร์ปิโดของเวียดนามเหนือก็พลาดเช่นกัน
 But carrier-based U.S. planes damaged two of the North Vietnamese boats and left a third dead in the water.	 แต่เครื่องบินบนเรือบรรทุกอากาศยานของสหรัฐ ทำให้เรือของเวียดนามเหนือสองลำเสียหาย และทำให้ลำที่สามจมในน่านน้ำ
 Ho Chi Minh was shocked to hear of his navy's attack and demanded to know who had ordered it.	 โฮจิมินห์ตกใจที่ได้ยินการโจมตีทางเรือของตน และต้องการรู้ว่าใครเป็นคนสั่ง
 The officer on duty was officially reprimanded for impulsiveness.	 เจ้าหน้าที่ที่ปฏิบัติการได้รับการตำหนิ อย่างเป็นทางการสำหรับความหุนหันพลันแล่น
 No one may ever know who gave the order to attack.	 ไม่มีใครรู้เลยว่าใครเป็นคนสั่งให้โจมตี
 To this day, even the Vietnamese cannot agree.	 จนทุกวันนี้ แม้ชาวเวียดนามจะไม่เห็นด้วย
 But some believe it was Le Duan.	 แต่บางคนเชื่อว่าเล สวนเป็นคนสั่ง
 The person behind the decision had to have been First Secretary Le Duan.	 คนที่อยู่เบื้องหลังการตัดสินใจ ต้องเป็นเเลขานุการเอก เล สวน
 In 1964, Le Duan wanted to elevate the war to a new level.	 ในปี 1964 เล สวน ต้องการยกระดับสงคราม (ฮุย ดึ๊ก) (เวียดนามเหนือ) ไปสู่ระดับใหม่อีกขั้น
 Why would a shrewd, calculating leader like Le Duan do that? The countryside was in our hands.	 ทำไมผู้นำที่หลักแหลมและคำนวณเก่ง... (เหงียน หง็อก) (กองทัพเวียดนามเหนือ) อย่างเล สวนถึงทำแบบนั้น ชนบทอยู่ในเงื้อมมือของเรา
 And if the Americans hadn't intervened directly with a large military force, by 1965, perhaps, the South Vietnamese regime would have collapsed.	 และถ้าทหารอเมริกาไม่ได้แทรกแซงโดยตรง ด้วยกองกำลังทหารขนาดใหญ่ ในปี 1965 บางที ระบอบการปกครองของเวียดนามใต้ คงจะล่มสลายไปแล้ว
 Back in Washington, the Joint Chiefs urged immediate retaliation against North Vietnam.	 ย้อนกลับไปในวอชิงตัน เสนาธิการร่วมเร่งให้มี การตอบโต้ทันทีต่อเวียดนามเหนือ
 The president refused.	 ประธานาธิบดีปฏิเสธ
 Instead, the White House issued a warning about the "grave consequences" that would follow what it called "any further unprovoked" attacks, even though Johnson knew the attack had been provoked by the South Vietnamese raids on North Vietnam's islands.	 โดยทำเนียบขาวมีคำเตือน เกี่ยวกับ "ผลตามมาที่ร้ายแรง" ซึ่งจะเกิดตามหลังสิ่งที่เรียกว่า เกี่ยวกับ "ผลตามมาที่ร้ายแรง" ซึ่งจะเกิดตามหลังสิ่งที่เรียกว่า การโจมตี "ที่ไร้การปลุกปั่นใดๆ" แม้จอห์นสันจะรู้ว่าการโจมตีถูกปลุกปั่น โดยการจู่โจมของเวียดนามใต้ บนเกาะของเวียดนามเหนือ
 Both sides were playing a dangerous game.	 ทั้งสองฝ่ายกำลังเล่นเกมที่อันตราย
 On August 4, American radio operators mistranslated North Vietnamese radio traffic and concluded a new military operation was imminent.	 (วันที่ 4 สิงหาคม 1964) ในวันที่ 4 สิงหาคม ผู้ปฏิบัติการทางวิทยุของอเมริกา แปลสัญญาณวิทยุของเวียดนามเหนือผิด แปลสัญญาณวิทยุของเวียดนามเหนือผิด และสรุปว่ามีปฏิบัติการ ทางทหารครั้งใหม่ใกล้จะเกิดขึ้น
 Actually, Hanoi had simply called upon torpedo boat commanders to be ready for a new raid by the South Vietnamese.	 อันที่จริงแล้ว ฮานอยเพียงเรียก ผู้บัญชาการเรือตอร์ปิโด อันที่จริงแล้ว ฮานอยเพียงเรียก ผู้บัญชาการเรือตอร์ปิโด ให้เตรียมพร้อมสำหรับการจู่โจมครั้งใหม่ โดยฝ่ายเกาหลีใต้ ให้เตรียมพร้อมสำหรับการจู่โจมครั้งใหม่ โดยฝ่ายเกาหลีใต้
 The Maddox and another destroyer, the Turner Joy, braced for a fresh attack.	 แมดด็อกซ์และเทิร์นเนอร์จอย เรือพิฆาตอีกลำ เตรียมพร้อมสำหรับการโจมตีครั้งใหม่
 So did the White House.	 ทำเนียบขาวก็เช่นเดียวกัน
 Go ahead, Mac.	 ลงมือเลยแมค (9:43 น. เวลาฝั่งตะวันออก)
 I-I personally would recommend to you, after a second attack on our ships, that we do retaliate against the coast of North Vietnam some way or other...	 ผมจะแนะนำคุณเป็นการส่วนตัวนะ (โรเบิร์ต แมคนามาร่า) (รัฐมนตรีกระทรวงกลาโหม) หลังจากการโจมตีครั้งที่สองต่อเรือของเรา เราจะทำการตอบโต้ที่ชายฝั่งของเวียดนามเหนือ ด้วยทางใดทางหนึ่ง
 What I was thinking about when I was eating breakfast, when they move on us and they shoot at us, I think we not only ought to shoot at them, but almost simultaneously pull one of these things that you've been doing on one of their bridges or something.	 สิ่งที่ผมคิดถึงตอนที่กำลังกินอาหารเช้า... (ลินดอน จอห์นสัน) (ประธานาธิบดีของสหรัฐอเมริกา) เมื่อพวกเขามุ่งมาที่เราและยิงใส่เรา ผมคิดว่าเราไม่ควรเพียงแต่ยิงใส่พวกเขา แต่ควรจะดึงหนึ่งในสิ่งเหล่านี้ออกมาทันที แบบที่คุณทำกับสะพานแห่งหนึ่งของพวกเขา
 Exactly. I quite agree with you, Mr. President.	 ใช่เลย ผมเห็นด้วยเลยครับ ท่านประธานาธิบดี
 But I wish we could have something that we've already picked out, and just hit about three of them damn quick, right after.	 แต่ผมหวังว่าเราจะมีบางอย่าง ที่เราเลือกไว้อยู่แล้ว และโจมตีอีกสามแห่ง ที่เหลือให้เร็วหลังจากนั้นทันที
 No second attack ever happened, but at the time, anxious American sonar operators aboard the Maddox and Turner Joy convinced themselves one had.	 ไม่มีการโจมตีครั้งที่สองเกิดขึ้น แต่ในตอนนั้น ผู้ปฏิบัติการ ด้านโซนาร์ของอเมริกาที่วิตกกังวล ทำให้แมดด็อกซ์และเทิร์นเนอร์จอย เชื่อว่ามีการโจมตีเกิดขึ้น
 The attack was probable but not certain, Johnson was told, and since it had probably occurred, the president decided it should not go unanswered.	 จอห์นสันได้รับแจ้งว่า การโจมตีอาจเกิดขึ้นแต่ไม่แน่นอน และเนื่องจากมันอาจเกิดขึ้นได้ ประธานาธิบดีตัดสินใจว่า เรื่องนั้นควรได้รับการตอบกลับ
 Aggression by terror against the peaceful villagers of South Vietnam has now been joined by open aggression on the high seas against the United States of America.	 ความรุนแรงโดยความหวาดกลัว ต่อชาวบ้านที่รักสงบในเวียดนามใต้ ความรุนแรงโดยความหวาดกลัว ต่อชาวบ้านที่รักสงบในเวียดนามใต้ ได้รับการเข้าร่วมโดยความรุนแรง ที่เริ่มขึ้นในเขตทะเลหลวง ได้รับการเข้าร่วมโดยความรุนแรง ที่เริ่มขึ้นในเขตทะเลหลวง ต่อสหรัฐอเมริกา
 Yet our response, for the present, will be limited and fitting.	 แต่การตอบโต้ของเราในขณะนี้ จะถูกจำกัดและมีความเหมาะสม
 We Americans know, although others appear to forget, the risk of spreading conflict.	 พวกเราชาวอเมริกันรู้ดี แม้คนอื่นดูเหมือนจะลืม ความเสี่ยงของการขยายความขัดแย้ง
 We still seek no wider war.	 เรายังคงต้องการไม่ให้สงครามขยายวงออกไป
 If that came to be where we would be called upon to carry out our responsibilities, and having been well-trained for this, I never really gave it much thought.	 ถ้าเรื่องนั้นเกิดขึ้นในที่ที่เราจะถูกเรียกร้อง ให้ทำตามความรับผิดชอบของเรา และการได้รับการฝึกฝนอย่างดีสำหรับเรื่องนี้ (เอเวอเรตต์ อัลวาเรซ) (นักบินของกองทัพเรือ) ผมไม่เคยคิดถึงมันอย่างจริงจัง
 It was part of my duty.	 มันเป็นส่วนหนึ่งของหน้าที่ผม
 Lieutenant Everett Alvarez from Salinas, California, was aboard the U.S.S. carrier Constellation.	 เรือโทเอเวอเรตต์ อัลวาเรซ จากซาลินาส แคลิฟอร์เนีย ขึ้นเรือบรรทุกอากาศยานยูเอสเอส
 His squadron of Skyhawk A-4 planes was ordered to attack torpedo boat installations and oil facilities near the port of Hon Gai.	 ฝูงเครื่องบินสกายฮอว์คเอโฟร์ของเขา ถูกสั่งให้โจมตีที่ตั้งของเรือตอร์ปิโด และโรงน้ำมันใกล้ท่าเรือฮอนไก
 For the first time, American pilots were going to drop bombs on North Vietnam.	 เป็นครั้งแรกที่นักบินชาวอเมริกัน จะไปทิ้งระเบิดใส่เวียดนามเหนือ
 When we approached the target coming down from altitude, it was obvious that they could pick us up on their radar.	 เมื่อเราไปถึงเป้าหมายลงจากความสูง เห็นได้ชัดว่าเราพวกเขาอาจพบเราได้บนเรดาร์
 I remember my knees shaking.	 ผมจำได้ว่าเข่าของผมสั่น
 And I was saying, "Holy smokes, I'm going into war.	 และผมพูดว่า "ให้ตายสิ ฉันกำลังเข้าสู่สงคราม
 This is war." I was a bit scared.	 นี่คือสงคราม" ผมรู้สึกกลัวนิดหน่อย
 Once we went in and they started firing at us, the fear went away.	 เมื่อเราเข้าไปและพวกเขาเริ่มยิงใส่เรา ความกลัวก็หายไป
 Everything became smooth, deathly quiet in the cockpit.	 ทุกอย่างราบรื่น เงียบสนิทในห้องขับเครื่องบิน
 It was sort of like a symphony in the sense that my plane was just like a ballet in the sky, and I was just performing what I was doing.	 มันเป็นเหมือนเพลงซิมโฟนี ในแง่ที่ว่าเครื่องบินของผม เป็นเหมือนเต้นบัลเลต์ในท้องฟ้า และผมกำลังแสดงสิ่งที่ผมกำลังทำ
 And then I got hit.	 แล้วผมก็โดนยิง
 Mayday, Mayday.	 ขอความช่วยเหลือๆ
 Coastal militiamen captured Alvarez and turned him over to the North Vietnamese military.	 นายทหารชายฝั่งจับตัวอัลวาเรซไป และส่งตัวเขาให้กับกองทัพเวียดนามเหนือ
 One fella was yelling at me in Vietnamese and saying something.	 มีชายคนหนึ่งตะโกนใส่ผม เป็นภาษาเวียดนามและพูดบางอย่าง
 I started talking to him in Spanish.	 ผมก็เริ่มคุยกับเขาเป็นภาษาสเปน
 Don't ask me why.	 อย่าถามผมว่าเพราะอะไร
 It seemed like a good idea at the time.	 ตอนนั้นมันดูเหมือนเป็นความคิดที่ดีน่ะ
 After when they discovered U.S.A. on my ID card and then they started speaking to me in English.	 หลังจากนั้นเมื่อพวกเขาพบคำว่า สหรัฐอเมริกาในบัตรประจำตัวของผม (กองกำลังติดอาวุธของสหรัฐอเมริกา กองทัพเรือสหรัฐฯ ปฏิบัติการ) แล้วพวกเขาก็เริ่มคุยกับผมเป็นภาษาอังกฤษ
 Alvarez assumed he would be treated as a prisoner of war.	 อัลวาเรซสันนิษฐานว่า เขาจะได้รับการปฏิบัติเป็นเชลยสงครม
 I was sticking to the code of conduct, which is giving them name, rank, service number, and date of birth.	 ผมยึดมั่นตามหลักปฏิบัติ ซึ่งคือการบอกชื่อ ยศ หมายเลขประจำการและวันเดือนปีเกิด
 But they quickly reminded me that there was no state of war, no declaration of war.	 แต่พวกเขาเตือนผมอย่างรวดเร็ว ว่าไม่มีภาวะสงคราม ไม่มีการประกาศสงคราม
 So I could not be considered a prisoner of war.	 ดังนั้นผมไม่ถือว่าเป็นเชลยสงคราม
 I recall thinking about it, and I says, "You know what? They're right." Everett Alvarez was the first American airman to be shot out of the sky over North Vietnam, and the first to be imprisoned there.	 ผมจำได้ว่าคิดเรื่องนั้นและพูดไปว่า "รู้อะไรไหม พวกเขาพูดถูก" เอเวอเรตต์ อัลวาเรซ เป็นนักบินชาวอเมริกันคนแรก ที่ถูกยิงร่วงจากท้องฟ้าในเวียดนามเหนือ และเป็นคนแรกที่ถูกจำคุกที่นั่น
 Now, the president sent up to Capitol Hill the resolution he had asked his aide William Bundy to draft two months earlier.	 ตอนนี้ประธานาธิบดีจึงส่ง มติการประชุมไปยังอาคารรัฐสภา ตอนนี้ประธานาธิบดีจึงส่ง มติการประชุมไปยังอาคารรัฐสภา เขาขอให้วิลเลียม บันดี้ ผู้ช่วยของเขา ร่างขึ้นมาเมื่อสองเดือนก่อน เขาขอให้วิลเลียม บันดี้ ผู้ช่วยของเขา ร่างขึ้นมาเมื่อสองเดือนก่อน
 Johnson is sort of prepositioned to move anyway, and it gives him really the incident that he needs to go to Congress and ask for a resolution that will allow him to deal with what he sees as aggression in Vietnam.	 จอห์นสันเตรียมการล่วงหน้าที่จะเคลื่อนไหว และทำให้เขามีเหตุการณ์ที่เขาจำเป็น ต้องไปหาสภาคองเกรสและขอมติการประชุม ที่จะอนุญาตให้เขาจัดการกับสิ่งที่เขาเห็น เป็นความรุนแรงในเวียดนาม
 And what he gets is the Gulf of Tonkin Resolution, which is, what he says, like "Grandma's nightshirt", it covers everything.	 และสิ่งที่เขาได้รับคือมติอ่าวตังเกี๋ย ซึ่งตามสิ่งที่เขาพูด จะเหมือนชุดนอนของคุณยาย คือมันครอบคลุมทุกอย่าง (เจมส์ วิลแบงค์ส) (ที่ปรึกษากองทัพ)
 I think what Johnson is looking for is the opportunity, the right time to send a message to North Vietnam that we're serious about supporting South Vietnam.	 ผมคิดว่าสิ่งที่จอห์นสันกำลังมองหาคือโอกาส และเวลาที่เหมาะสม ที่จะส่งข้อความไปยังเวียดนามเหนือว่า เราจริงจังกับการสนับสนุนเวียดนามใต้
 That message is sent, I think we misread the enemy because they're just as serious as we are.	 ข้อความนั้นถูกส่งไป ผมคิดว่าเราอ่านศัตรูผิดไป เพราะพวกเขาก็จริงจังเหมือนกับเรา
 On August 7, 1964, by a vote of 88-2, the Senate passed what came to be called the Tonkin Gulf Resolution.	 ในวันที่ 7 สิงหาคม 1964 โดยการโหวด 88-2 ในวันที่ 7 สิงหาคม 1964 โดยการโหวด 88-2 วุฒิสภาผ่านสิ่งที่เรียกว่ามติอ่าวตังเกี๋ย วุฒิสภาผ่านสิ่งที่เรียกว่ามติอ่าวตังเกี๋ย
 In the House, not a single congressman opposed it.	 ในสภา ไม่มีสมาชิกสภาสักคนที่จะคัดค้าน
 Senator Goldwater could no longer plausibly claim Johnson was failing to fight back against North Vietnam, while those voters concerned that the United States was in danger of becoming too deeply involved admired the president's measured response.	 วุฒิสมาชิกโกลด์วอเตอร์ไม่อาจอ้างได้ว่า จอห์นสันล้มเหลวในการโต้ตอบเวียดนามเหนือ ในขณะที่ผู้โหวตเหล่านี้ก็กังวลว่า สหรัฐอเมริกาจะอยู่ในอันตราย จากการมีส่วนเกี่ยวข้องมากเกินไป แต่ก็ชื่นชมการตอบสนอง ที่รอบคอบของประธานาธิบดี
 Support for Johnson's handling of the war jumped overnight from 42% to 72%.	 แรงสนับสนุนการรับมือ ของจอห์นสันต่อสงครามเพิ่มขึ้นในข้ามคืน จาก 42 เปอร์เซ็นต์เป็น 72 เปอร์เซ็นต์
 The American public believed their president.	 ประชาชนชาวอเมริกัน เชื่อประธานาธิบดีของพวกเขา (แอลบีเจเพื่อสหรัฐอเมริกา)
 Le Duan and his comrades in Hanoi did not.	 แต่เล สวนและพวกของเขาในฮานอยไม่เชื่อ
 They had little faith in the president's claim that he sought no wider war.	 พวกเขาแทบจะไม่เชื่อ ในคำกล่าวอ้างของประธานาธิบดี ที่เขาไม่ต้องการให้สงครามขยายวงกว้าง
 They resolved to step up their efforts to win the struggle in the South before the United States escalated its presence by sending in combat troops.	 พวกเขาแก้ไขเพื่อเพิ่มความพยายาม ในการชนะการต่อสู้ในฝ่ายใต้ ก่อนที่สหรัฐอเมริกาจะขยายการมีตัวตน ด้วยการส่งกองกำลังต่อสู้
 For the first time, Hanoi began sending North Vietnamese regulars into the South, down the network of paths they had hacked out of the Laotian jungle, the Ho Chi Minh Trail.	 เป็นครั้งแรก ฮานอยเริ่มส่งทหารเวียดนามเหนือไปฝ่ายใต้ ฮานอยเริ่มส่งทหารเวียดนามเหนือไปฝ่ายใต้ ตามเครือข่ายของเส้นทาง ที่พวกเขาแผ้วถางป่าของลาว ตามเครือข่ายของเส้นทาง ที่พวกเขาแผ้วถางป่าของลาว เส้นทางโฮจิมินห์
 This is Bien Hoa Air Base, the biggest in South Vietnam, hours after being hit by a communist mortar barrage.	 นี่คือฐานทัพอากาศเบียนฮหว่า ใหญ่ที่สุดในเวียดนามใต้ หลายชั่วโมงหลังจากถูกยิง โดยการโจมตีด้วยปืนครกของคอมมิวนิสต์
 On November 1, Viet Cong guerrillas shelled the American airbase at Bien Hoa near Saigon.	 ในวันที่ 1 พฤศจิกายน กองโจรเวียดกงระดมยิงฐานทัพอากาศ ของอเมริกาที่เบียนฮหว่าใกล้ไซ่ง่อน กองโจรเวียดกงระดมยิงฐานทัพอากาศ ของอเมริกาที่เบียนฮหว่าใกล้ไซ่ง่อน
 Five Americans died.	 ทหารอเมริกาเสียชีวิตห้านาย
 Thirty were wounded.	 บาดเจ็บสามสิบนาย
 Five B-57 bombers were destroyed on the ground and 15 more were damaged.	 เครื่องบินทิ้งระเบิดบี-57 ห้าลำถูกทำลายเป็นจุณ และเสียหายอีก 15 ลำ
 Mr. Ambassador, do you think this shows any new capability that they've got, the Viet Cong? Uh, I would simply say they've never done this before.	 ท่านเอกอัครราชทูต ท่านคิดว่าเรื่องนี้แสดงถึงความสามารถใหม่ ที่พวกเวียดกงมีไหม ท่านคิดว่าเรื่องนี้แสดงถึงความสามารถใหม่ ที่พวกเวียดกงมีไหม (แมกซ์เวล เทย์เลอร์) (เอกอัครราชทูตของสหรัฐฯ) ผมคงพูดแค่ว่าพวกเขาไม่เคยทำแบบนี้มาก่อน
 The Joint Chiefs advised the president to mount an immediate all-out air attack on 94 targets in the North and to send in regular Army and Marine units, not more advisors, to South Vietnam as well.	 เสนาธิการร่วมแนะนำให้ประธานาธิบดีเพิ่ม การโจมตีทางอากาศทันที ใส่เป้าหมาย 94 แห่งในฝ่ายเหนือ และส่งกองทัพทหารประจำการ และหน่วยนาวิกโยธิน ไม่ใช่ที่ปรึกษาเพิ่มขึ้น ไปยังเวียดนามใต้เช่นกัน
 He would not do it.	 เขาน่าจะไม่ทำแบบนั้น
 The election was just two days away.	 การเลือกตั้งจะมีขึ้นในอีกแค่สองวัน
 Lyndon Baines Johnson won the presidency in his own right, and he won it by a landslide.	 ลินดอน เบนส์ จอห์นสันชนะ การเลือกตั้งประธานาธิบดีด้วยสิทธิของเขาเอง และเขาได้รับชัยชนะอย่างท่วมท้น
 Within a month, the president would approve what was called a "graduated response," limited air attacks on the Ho Chi Minh Trail in Laos and "tit for tat" retaliatory raids on North Vietnamese targets.	 ภายในหนึ่งเดือน ประธานาธิบดีจะอนุมัติ สิ่งที่เรียกว่า "การตอบสนองที่มีการศึกษา" การโจมตีทางอากาศที่จำกัด ที่เส้นทางโฮจิมินห์ในลาว และการโจมตีตอบโต้ ต่อเป้าหมายในเวียดนามเหนือ
 But he refused to undertake sustained bombing of the North until the South Vietnamese got their own house in order.	 แต่เขาปฏิเสธที่จะดำเนินการ ทิ้งระเบิดสนับสนุนของฝ่ายเหนือ จนกว่าเวียดนามใต้จะมีสภาของตัวเองเรียบร้อย
 In private, Johnson doubted that airpower alone would ever work and believed that he would eventually have to send in ground troops, though he was not yet willing publicly to say so.	 ในทางส่วนตัว จอห์นสันสงสัยว่า กำลังทางอากาศอย่างเดียวจะได้ผลไหม และเชื่อว่าในที่สุดเขาจะต้องส่งทหารพื้นราบไป แม้เขายังไม่ตั้งใจจะพูดเช่นนั้นต่อสาธารณชน
 In the fall of '64, Denton was 17 and he was determined to go into the service.	 ในฤดูใบไม้ร่วงปี 1964 เดนตันอายุ 17 ปี และเขามุ่งมั่นที่จะไปรับใช้ชาติ
 Mogie Crocker had been restless since the summer.	 โมกี้ คร็อกเกอร์กระสับกระส่ายมาตั้งแต่ฤดูร้อน
 After the Gulf of Tonkin incident, he had confided to his sister that he wanted to join the Navy, but he knew his parents would not sign the consent form that would have allowed a 17-year-old to enlist.	 หลังจากเหตุการณ์ในอ่าวตังเกี๋ย เขาบอกความลับกับพี่สาวของเขาว่า เขาต้องการเข้าร่วมกับกองทัพเรือ เขาบอกความลับกับพี่สาวของเขาว่า เขาต้องการเข้าร่วมกับกองทัพเรือ แต่เขารู้ว่าพ่อแม่ของเขา จะไม่ยอมเซ็นแบบฟอร์มให้ความยินยอม ที่จะอนุญาตให้บุคคลอายุ 17 ปีสมัครเป็นทหาร (ดิ แอตแลนติก) (ชาวอังกฤษที่ยิ่งใหญ่ที่สุด)
 He was talking about wanting to go into the service and that his attempts to go underage had failed.	 เขาพูดว่าเขาต้องการไปรับใช้ชาติ (แครอล คร็อกเกอร์) (ซาราโทกาสปริงส์ นิวยอร์ก) และความพยายามของเขา ที่จะไปโดยมีอายุต่ำกว่าเกณฑ์ไม่สำเร็จ
 And that he wanted my parents to support him in that.	 และเขาต้องการให้ พ่อแม่ของฉันสนันสนุนเขาเรื่องนั้น
 His parents tried to persuade him that he could be more useful to his country with a college education than as just another private.	 พ่อแม่ของเขาพยายามโน้มน้าวเขาว่า เขาสามารถทำประโยชน์ให้กับประเทศได้มากกว่า ด้วยการศึกษาในมหาวิทยาลัย มากกว่าการไปเป็นพลทหารอีกคน
 Mogie was adamant.	 โมกี้มีความแน่วแน่
 Monday morning he left for school.	 เช้าวันจันทร์ที่เขาออกไปเรียน
 And I watched him leave.	 ฉันดูเขาออกไป
 But that night he didn't come in for supper and he hadn't called.	 แต่คืนนั้นเขาไม่ได้กลับมากินมื้อค่ำ (ฌ็อง-มารี คร็อกเกอร์) (ซาราโทกาสปริงส์ นิวยอร์ก) และเขาไม่ได้โทรบอก
 The day that my brother ran away has to be one of the most bizarre experiences in my life.	 วันที่น้องชายของฉันหนีไป ต้องเป็นหนึ่งในประสบการณ์ ที่แปลกประหลาดที่สุดในชีวิตฉัน ต้องเป็นหนึ่งในประสบการณ์ ที่แปลกประหลาดที่สุดในชีวิตฉัน
 I eventually happened to look in my piggy bank and he had taken the money I had and left a note for me.	 ในที่สุดฉันก็ไปดูในกระปุกออมสินของฉัน เขาเอาเงินที่ฉันมีอยู่และทิ้งโน้ตไว้ให้ฉัน
 He had promised he would pay me back.	 เขาสัญญาว่าเขาจะใช้คืนให้ฉัน
 He was gone about four months and said that he would not come home unless we agreed to sign for him.	 เขาไปประมาณสี่เดือน และบอกว่าเขาจะไม่กลับบ้าน นอกจากเราจะยอมตกลงเซ็นให้เขา
 And he wouldn't be 18 until June.	 และเขายังไม่ถึง 18 ปีจนกว่าจะเดือนมิถุนายน
 But we did agree and he did come home.	 แต่เรายอมตกลงและเขาก็กลับบ้าน
 My husband felt it was an honor-bound agreement.	 สามีของฉันรู้สึกว่ามันเป็นข้อตกลงที่มีเกียรติ
 I was hoping that I could change his mind.	 ฉันหวังว่าฉันจะสามารถเปลี่ยนใจเขาได้
 To my mind, the Marine Corps represented the very best.	 ในความคิดผม นาวิกโยธินยอดเยี่ยมที่สุด
 And it does.	 และก็เป็นเช่นนั้น
 They are the best.	 พวกเขายอดเยี่ยมที่สุด
 And I wanted to be part of the best.	 และผมอยากเป็นส่วนหนึ่งของที่สุด (ฟิลิป เบรดี้) (ที่ปรึกษาของนาวิกโยธิน)
 I was competitive. I was pugnacious.	 ผมชอบแข่งขันและชอบต่อสู้
 But I wanted to get in the Marine Corps and go to the first war I could find.	 แต่ผมอยากเข้าร่วมนาวิกโยธิน และอยากร่วมสงครามแรกที่ผมจะพบได้
 Lieutenant Philip Brady, from Port Washington, New York, arrived in Saigon just a few days after Lyndon Johnson's election, one of the new advisors sent to help shore up the South Vietnamese military.	 เรือโทฟิลิป เบรดี้ จากพอร์ตวอชิงตัน นิวยอร์ก มาถึงไซ่ง่อนเพียงไม่กี่วัน หลังการเลือกตั้งของลินดอน จอห์นสัน หนึ่งในที่ปรึกษาใหม่ถูกส่งมาเพื่อช่วยเสริม กองทัพของเวียดนามใต้
 We must ensure that women and children are not injured.	 เราต้องแน่ใจว่าเด็กและสตรีจะไม่ได้รับบาดเจ็บ
 General Westmoreland himself greeted the newcomers.	 นายพลเวสต์มอร์แลนด์ มาทักทายผู้มาใหม่ด้วยตนเอง
 He was an impressive-looking man with an impressive record.	 เขาเป็นผู้ชายที่ดูน่าประทับใจ พร้อมกับประวัติที่น่าประทับใจ
 Many of the men he'd led in Tunisia, Sicily, and Normandy during World War II called him Superman.	 ทหารหลายนายที่เขานำทัพในตูนิเซีย ซิซิลี และนอร์มังดีในช่วงสงครามโลกครั้งที่สอง ทหารหลายนายที่เขานำทัพในตูนิเซีย ซิซิลี และนอร์มังดีในช่วงสงครามโลกครั้งที่สอง เรียกเขาว่าซูเปอร์แมน
 He'd fought with distinction in Korea, commanded the 101st Airborne, served as superintendent of West Point.	 เขาต่อสู้อย่างยอดเยี่ยมในเกาหลี บัญชาการกองพลส่งทางอากาศที่ 101 ทำหน้าที่เป็นผู้อำนวยการ โรงเรียนนายร้อยเวสต์พอยต์
 TIME magazine called him "the sinewy personification of the American fighting man." But at the same time, win the hearts and the minds of the people.	 นิตยสารไทม์เรียกเขาว่า "แบบอย่างที่แข็งแกร่งของทหารอเมริกัน" แต่ในเวลาเดียวกัน ก็เอาชนะใจและความคิดของประชาชน
 General Westmoreland told us that we were down on the five-yard line and we just needed a few more to go get the touchdown.	 นายพลเวสต์มอร์บอกเราว่า เราอยู่ที่เส้นห้าหลาและเราต้องการอีกนิดเดียว ที่จะไปถึงเป้าหมาย
 Then I went out and then I got on the ground.	 ผมก็เลยออกไปและลงพื้นที่
 And then I found out, "Don't you realize? We're losing this war." Lieutenant Brady was assigned to assist Captain Frank Eller, senior advisor to the 4th Battalion of the Vietnamese Marine Corps, an elite unit whose members called themselves the "Killer Sharks." You were told that you were going over there to guide, educate, and elevate essentially these "little fellas" on how to fight a war, when in fact, they knew exactly how to fight the war.	 แล้วผมก็พบว่า "ไม่รู้กันเลยเหรอ เรากำลังพ่ายแพ้ในสงครามนี้" เรือโทเบรดี้ถูกมอบหมาย ให้ช่วยนาวาเอกแฟรงก์ เอลเลอร์ ที่ปรึกษาอาวุโสของกองพันที่สี่ ของนาวิกโยธินเวียดนาม ที่ปรึกษาอาวุโสของกองพันที่สี่ ของนาวิกโยธินเวียดนาม หน่วยชั้นสูงที่มีสมาชิก ที่เรียกตัวเองว่า "ฉลามพิฆาต" หน่วยชั้นสูงที่มีสมาชิก ที่เรียกตัวเองว่า "ฉลามพิฆาต" คุณได้รับแจ้งว่าจะต้องไปที่นั่นเพื่อแนะนำ ให้ความรู้และให้กำลังใจ โดยเฉพาะอย่างยิ่ง เหล่าทหารหนุ่มเกี่ยวกับวิธีต่อสู้ในสงคราม ที่จริงแล้ว เมื่อพวกเขารู้วิธีต่อสู้ในสงคราม
