'00010	What can I practise here?	Complete the sentences. Choose all possible correct answers.	[ 'm not knowing ; wasn't knowing ; don't know ; doesn't know ]	don't know	I ... how she stays so fit.	I don't know how she stays so fit.
'06240	Unit 25: Reporting with passives; <i>It is said that …</i>	Expand the notes. If possible, type a past simple passive sentence with <i>There</i>. If not, type a sentence with <i>It … that … </i>.	[ choiceA ; ChoiceB ]	There were expected to be over 50,000 people at the rock concert.	over 50,000 people at the rock concert / expect<br />...	over 50,000 people at the rock concert / expect<br />There were expected to be over 50,000 people at the rock concert.
'06250	Unit 25: Reporting with passives; <i>It is said that …</i>	Expand the notes. If possible, type a past simple passive sentence with <i>There</i>. If not, type a sentence with <i>It … that … </i>.	[ choiceA ; ChoiceB ]	It was discovered that more than half a million dollars had been stolen.	more than half a million dollars had been stolen / discover<br />...	more than half a million dollars had been stolen / discover<br />It was discovered that more than half a million dollars had been stolen.
'06260	Unit 25: Reporting with passives; <i>It is said that …</i>	Expand the notes. If possible, type a past simple passive sentence with <i>There</i>. If not, type a sentence with <i>It … that … </i>.	[ choiceA ; ChoiceB ]	It was established that Philips could not have committed the murder.	Philips could not have committed the murder / establish<br />...	Philips could not have committed the murder / establish<br />It was established that Philips could not have committed the murder.
'06270	Unit 25: Reporting with passives; <i>It is said that …</i>	Expand the notes. If possible, type a past simple passive sentence with <i>There</i>. If not, type a sentence with <i>It … that … </i>.	[ choiceA ; ChoiceB ]	There were supposed to be police on duty at all times in the stadium.	police on duty at all times in the stadium / suppose<br />...	police on duty at all times in the stadium / suppose<br />There were supposed to be police on duty at all times in the stadium.
'06280	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Complete the sentences. Choose the correct or more natural option.	[ Whose ; Who's ]	Whose	I like the balloons outside the house. ... birthday is it?	I like the balloons outside the house. Whose birthday is it?
'06290	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Complete the sentences. Choose the correct or more natural option.	[ Who ; Which ]	Which	... of you wants coffee?	Which of you wants coffee?
'06300	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Complete the sentences. Choose the correct or more natural option.	[ Who ; Whom ]	Who	... needs more time to finish the test?	Who needs more time to finish the test?
'06310	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Complete the sentences. Choose the correct or more natural option.	[ How ; What ]	What	<b>A</b>: I'm going to climb in through the bedroom window.<br /><b>B</b>: ... if someone sees you?	<b>A</b>: I'm going to climb in through the bedroom window.<br /><b>B</b>: What if someone sees you?
'06320	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Complete the sentences. Choose the correct or more natural option.	[ Who ; Which ]	Which	You see those two men standing next to Sarah? ... is her boyfriend?	You see those two men standing next to Sarah? Which is her boyfriend?
'06330	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Complete the sentences. Choose the correct or more natural option.	[ Whose ; Who's ]	Who's	... the man in the photograph?	Who's the man in the photograph?
'06340	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Complete the sentences. Choose the correct or more natural option.	[ What ; How ]	What	<b>A</b>: I'm going to see Orlando Bloom's new film.<br /><b>B</b>: ... is it called?	<b>A</b>: I'm going to see Orlando Bloom's new film.<br /><b>B</b>: What is it called?
'06350	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Complete the sentences. Choose the correct or more natural option.	[ Whom ; To whom ]	To whom	... should I address my complaint?	To whom should I address my complaint?
'06360	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Complete the sentences. Choose the correct or more natural option.	[ Which ; Who ]	Which	<b>A</b>: I've got five sisters: Amy, Beryl, Cathy, Dora and Eva.<br /><b>B</b>: ... ones are older than you?	<b>A</b>: I've got five sisters: Amy, Beryl, Cathy, Dora and Eva.<br /><b>B</b>: Which ones are older than you?
'06370	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Complete the sentences. Choose the correct or more natural option.	[ Who ; Whom ]	Who	... did you wish to speak to?	Who did you wish to speak to?
'06380	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Complete the sentences. Choose the correct or more natural option.	[ Which ; What ]	Which	... of the courses did you find most interesting?	Which of the courses did you find most interesting?
'06390	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Complete the sentences. Choose the correct or more natural option.	[ What ; How ]	How	I hear your uncle had a bad fall. ... is he feeling now?	I hear your uncle had a bad fall. How is he feeling now?
'06400	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Are the underlined phrases correct? If not, correct them.	[ Whose idea it was ]	Whose idea was it	...  to go for a walk in the rain?	Whose idea was it  to go for a walk in the rain?
'06410	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Are the underlined phrases correct? If not, correct them.	[ What is there ]	What is there	...  for children to do in the village?	What is there  for children to do in the village?
'06420	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Are the underlined phrases correct? If not, correct them.	[ How was your meal like? ]	How was your meal? / What was your meal like?	<br />...	<br />How was your meal? / What was your meal like?
'06430	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Are the underlined phrases correct? If not, correct them.	[ Who own ]	Who owns	...  the houses across the river?	Who owns  the houses across the river?
'06440	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Are the underlined phrases correct? If not, correct them.	[ Whose is ]	Whose is	...  this laptop?	Whose is  this laptop?
'06450	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Are the underlined phrases correct? If not, correct them.	[ How did you ]	What did you	...  most enjoy about Australia?	What did you  most enjoy about Australia?
'06460	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Are the underlined phrases correct? If not, correct them.	[ With whose ]	With whose	<b>A</b>: We camped in the grounds of a big old house.<br /><b>B</b>: ...  permission?	<b>A</b>: We camped in the grounds of a big old house.<br /><b>B</b>: With whose  permission?
'06470	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Are the underlined phrases correct? If not, correct them.	[ Whose garden ]	In whose garden will it be held? / Whose garden will it be held in?	<b>A</b>: The wedding will be followed by an outdoor party.<br /><b>B</b>: ...  will it be held?	<b>A</b>: The wedding will be followed by an outdoor party.<br /><b>B</b>: In whose garden will it be held? / Whose garden will it be held in?  will it be held?
'06480	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Are the underlined phrases correct? If not, correct them.	[ Who get ]	Who gets	<b>A</b>: All the money we raise will go to three charities that help animals.<br /><b>B</b>: ...  the money?	<b>A</b>: All the money we raise will go to three charities that help animals.<br /><b>B</b>: Who gets  the money?
'06490	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Are the underlined phrases correct? If not, correct them.	[ What are ]	What are	...  the answers to questions 5 and 6?	What are  the answers to questions 5 and 6?
'06500	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Are the underlined phrases correct? If not, correct them.	[ Who's ]	Who's	<b>A</b>: Julian and Ingrid are coming for dinner.<br /><b>B</b>: Sorry, I didn't hear you. ...  coming?	<b>A</b>: Julian and Ingrid are coming for dinner.<br /><b>B</b>: Sorry, I didn't hear you. Who's  coming?
'06510	Unit 26: <i>Wh</i>-questions with <i>who</i>, <i>whom</i>, <i>which</i>, <i>how</i> and <i>whose</i>	Are the underlined phrases correct? If not, correct them.	[ Who want ]	Who wants	...  to play tennis?	Who wants  to play tennis?
'06520	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Type an appropriate negative question for each situation using -<i>n&apos;t</i> and the words in brackets.	[ choiceA ; ChoiceB ]	Wouldn't it be cheaper to fly?	<b>A</b>: I'm going to Prague by train.<br /><b>B</b>: Why? ... (<i>be cheaper / fly?</i>)	<b>A</b>: I'm going to Prague by train.<br /><b>B</b>: Why? Wouldn't it be cheaper to fly? (<i>be cheaper / fly?</i>)
'06530	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Type an appropriate negative question for each situation using -<i>n&apos;t</i> and the words in brackets.	[ choiceA ; ChoiceB ]	Weren't you angry with her?	<b>A</b>: My sister broke my computer game console – yet again.<br /><b>B</b>: ... (<i>angry with her?</i>)	<b>A</b>: My sister broke my computer game console – yet again.<br /><b>B</b>: Weren't you angry with her? (<i>angry with her?</i>)
'06540	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Type an appropriate negative question for each situation using -<i>n&apos;t</i> and the words in brackets.	[ choiceA ; ChoiceB ]	Haven't they got a car?	<b>A</b>: I'll drive over to my parents and collect them.<br /><b>B</b>: Why? ... (<i>got a car?</i>)	<b>A</b>: I'll drive over to my parents and collect them.<br /><b>B</b>: Why? Haven't they got a car? (<i>got a car?</i>)
'06550	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Type an appropriate negative question for each situation using -<i>n&apos;t</i> and the words in brackets.	[ choiceA ; ChoiceB ]	Couldn't he have given you the key?	<b>A</b>: Ted came over to unlock the gate to the tennis court.<br /><b>B</b>: Why? ... (<i>could / have given / the key?</i>)	<b>A</b>: Ted came over to unlock the gate to the tennis court.<br /><b>B</b>: Why? Couldn't he have given you the key? (<i>could / have given / the key?</i>)
'06560	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Type an appropriate negative question for each situation using -<i>n&apos;t</i> and the words in brackets.	[ choiceA ; ChoiceB ]	Can't your parents look after her?	<b>A</b>: My daughter is staying with my friend Sophie while we're in Hong Kong.<br /><b>B</b>: Why? ... (<i>can / your parents / look after?</i>)	<b>A</b>: My daughter is staying with my friend Sophie while we're in Hong Kong.<br /><b>B</b>: Why? Can't your parents look after her? (<i>can / your parents / look after?</i>)
'06570	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Type an appropriate negative question for each situation using -<i>n&apos;t</i> and the words in brackets.	[ choiceA ; ChoiceB ]	Don't you have a smoke alarm in your house?	<b>A</b>: We only realised there was a fire when the dog started barking.<br /><b>B</b>: Why? ... (<i>have a smoke alarm / your house?</i>)	<b>A</b>: We only realised there was a fire when the dog started barking.<br /><b>B</b>: Why? Don't you have a smoke alarm in your house? (<i>have a smoke alarm / your house?</i>)
'06580	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Type an appropriate negative question for each situation using -<i>n&apos;t</i> and the words in brackets.	[ choiceA ; ChoiceB ]	Can't we just phone her?	<b>A</b>: Let's go round to Carla's and ask her what she thinks.<br /><b>B</b>: Why? ... (<i>can / just phone her?</i>)	<b>A</b>: Let's go round to Carla's and ask her what she thinks.<br /><b>B</b>: Why? Can't we just phone her? (<i>can / just phone her?</i>)
'06590	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Type an appropriate negative question for each situation using -<i>n&apos;t</i> and the words in brackets.	[ choiceA ; ChoiceB ]	Didn't they say they were busy on Sunday?	<b>A</b>: I wonder if Simon and Laura want to go walking this weekend?<br /><b>B</b>: ... (<i>say / busy / Sunday?</i>)	<b>A</b>: I wonder if Simon and Laura want to go walking this weekend?<br /><b>B</b>: Didn't they say they were busy on Sunday? (<i>say / busy / Sunday?</i>)
'06600	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Type an appropriate negative question for each situation using -<i>n&apos;t</i> and the words in brackets.	[ choiceA ; ChoiceB ]	Didn't he tell you himself?	<b>A</b>: I heard from my mother that Charlie is getting married.<br /><b>B</b>: ... (<i>tell you himself?</i>)	<b>A</b>: I heard from my mother that Charlie is getting married.<br /><b>B</b>: Didn't he tell you himself? (<i>tell you himself?</i>)
'06610	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Type an appropriate negative question for each situation using -<i>n&apos;t</i> and the words in brackets.	[ choiceA ; ChoiceB ]	Doesn't it hurt when you walk?	<b>A</b>: I sprained my ankle this morning.<br /><b>B</b>: ... (<i>hurt / you walk?</i>)	<b>A</b>: I sprained my ankle this morning.<br /><b>B</b>: Doesn't it hurt when you walk? (<i>hurt / you walk?</i>)
'06620	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Type an appropriate negative question for each situation using -<i>n&apos;t</i> and the words in brackets.	[ choiceA ; ChoiceB ]	Doesn't he go back to Munich every weekend?	<b>A</b>: Kurt might want to come to the concert on Saturday.<br /><b>B</b>: ... (<i>go back / Munich every weekend?</i>)	<b>A</b>: Kurt might want to come to the concert on Saturday.<br /><b>B</b>: Doesn't he go back to Munich every weekend? (<i>go back / Munich every weekend?</i>)
'06630	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Type an appropriate negative question for each situation using -<i>n&apos;t</i> and the words in brackets.	[ choiceA ; ChoiceB ]	Shouldn't you be at work by now?	<b>A</b>: I'll just finish reading the newspaper and then I'll be off.<br /><b>B</b>: ... (<i>should / be at work by now?</i>)	<b>A</b>: I'll just finish reading the newspaper and then I'll be off.<br /><b>B</b>: Shouldn't you be at work by now? (<i>should / be at work by now?</i>)
'06640	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Complete the responses with the correct echo question.	[ You're going how? ; On a what? ]	You're going how?	<b>A</b>: I'm going from Oslo to Helsinki on a tandem.<br /><b>B</b>: ...	<b>A</b>: I'm going from Oslo to Helsinki on a tandem.<br /><b>B</b>: You're going how?
'06650	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Complete the responses with the correct echo question.	[ They've bought what? ; They did what? ]	They've bought what?	<b>A</b>: Darren and Alice have bought a caravan.<br /><b>B</b>: ...	<b>A</b>: Darren and Alice have bought a caravan.<br /><b>B</b>: They've bought what?
'06660	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Complete the responses with the correct echo question.	[ He's going out with whom? ; He's going out with who? ]	He's going out with who?	<b>A</b>: Eric's going out with Nicki.<br /><b>B</b>: ...	<b>A</b>: Eric's going out with Nicki.<br /><b>B</b>: He's going out with who?
'06670	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Complete the responses with the correct echo question.	[ What's she doing? ; Which is she doing? ]	What's she doing?	<b>A</b>: Debbie’s doing golf studies at college.<br /><b>B</b>: ...	<b>A</b>: Debbie’s doing golf studies at college.<br /><b>B</b>: What's she doing?
'06680	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Complete the responses with the correct echo question.	[ It's how much? ; It's how far? ]	It's how far?	<b>A</b>: It's 30 kilometres to the nearest shop.<br /><b>B</b>: ...	<b>A</b>: It's 30 kilometres to the nearest shop.<br /><b>B</b>: It's how far?
'06690	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Complete the responses with the correct echo question.	[ You've done what? ; You've done how much? ]	You've done what?	<b>A</b>: Oh, no. I've swallowed my chewing gum.<br /><b>B</b>: ...	<b>A</b>: Oh, no. I've swallowed my chewing gum.<br /><b>B</b>: You've done what?
'06700	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Complete the responses with the correct echo question.	[ It did what? ; It cost how much? ]	It cost how much?	<b>A</b>: My motorbike cost €40,000.<br /><b>B</b>: ...	<b>A</b>: My motorbike cost €40,000.<br /><b>B</b>: It cost how much?
'06710	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Complete the responses with the correct echo question.	[ It ate how much? ; It's done what? ]	It's done what?	<b>A</b>: Dad! The dog's eaten my dinner!<br /><b>B</b>: ...	<b>A</b>: Dad! The dog's eaten my dinner!<br /><b>B</b>: It's done what?
'06720	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Complete the responses with the correct echo question.	[ They're living with whom? ; They're living where? ]	They're living where?	<b>A</b>: They're living in Dornoch.<br /><b>B</b>: ...	<b>A</b>: They're living in Dornoch.<br /><b>B</b>: They're living where?
'06730	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Complete the responses with the correct echo question.	[ It'll take how much? ; It'll take how long? ]	It'll take how long?	<b>A</b>: It'll take 17 hours to get to Moscow.<br /><b>B</b>: ...	<b>A</b>: It'll take 17 hours to get to Moscow.<br /><b>B</b>: It'll take how long?
'06740	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Complete the responses with the correct echo question.	[ Back when? ; Back how? ]	Back when?	<b>A</b>: I won't be back until December.<br /><b>B</b>: ...	<b>A</b>: I won't be back until December.<br /><b>B</b>: Back when?
'06750	Unit 27: Negative questions; echo questions; questions with <i>that-clauses</i>	Complete the responses with the correct echo question.	[ You're going where? ; You're going to what? ]	You're going where?	<b>A</b>: I'm going to Dodoma next week.<br /><b>B</b>: ...	<b>A</b>: I'm going to Dodoma next week.<br /><b>B</b>: You're going where?
'06760	What can I practise here?	Complete the sentences. Choose all possible correct answers.	[ dealt with ; dealt my application ; dealt with my application ; dealt for my application ]	dealt with my application	I was very impressed by the efficient way the company ....	I was very impressed by the efficient way the company dealt with my application.
'06770	What can I practise here?	Complete the sentences. Choose all possible correct answers.	[ suggested me ; suggested it me ; suggested me it ; suggested it to me ]	suggested it to me	<b>A</b>: It was a really good idea to knock the wall down between the kitchen and the dining room.<br /><b>B</b>: Actually, my mother ....	<b>A</b>: It was a really good idea to knock the wall down between the kitchen and the dining room.<br /><b>B</b>: Actually, my mother suggested it to me.
'06780	What can I practise here?	Complete the sentences. Choose all possible correct answers.	[ on finding ; on them finding ; on them to find ; of them finding ]	on finding / on them finding	The further expansion of the company depends ... a new site where they can build new workshops.	The further expansion of the company depends on finding / on them finding a new site where they can build new workshops.
'06790	What can I practise here?	Complete the sentences. Choose all possible correct answers.	[ on me to get ; on at me to get ; on at to get ; on at me getting ]	on at me to get	My parents were constantly going ... my hair cut.	My parents were constantly going on at me to get my hair cut.
'06800	Unit 28: Verbs, objects and complements	Complete the sentences. Choose a preposition from box (i) and a phrase from box (ii) but not necessarily in that order.	[ for ; from | the popping of corks ; the beauty of the area ]	the popping of corks for	The police mistook ... gunfire and took cover.	The police mistook the popping of corks for gunfire and took cover.
'06810	Unit 28: Verbs, objects and complements	Complete the sentences. Choose a preposition from box (i) and a phrase from box (ii) but not necessarily in that order.	[ for ; from | the popping of corks ; the beauty of the area ]	from the beauty of the area	Local people claim that the proposed wind farm would detract ....	Local people claim that the proposed wind farm would detract from the beauty of the area.
'06820	Unit 28: Verbs, objects and complements	Complete the sentences. Choose a preposition from box (i) and a phrase from box (ii) but not necessarily in that order.	[ of ; in ; with ; between ; on | fantasy ; the novel ; the rise of communism ; the loudest bang ; their children ]	their children of	Police are calling on parents to remind ... the danger of playing near railway lines.	Police are calling on parents to remind their children of the danger of playing near railway lines.
'06830	Unit 28: Verbs, objects and complements	Complete the sentences. Choose a preposition from box (i) and a phrase from box (ii) but not necessarily in that order.	[ of ; in ; with ; between ; on | fantasy ; the novel ; the rise of communism ; the loudest bang ; their children ]	in the loudest bang	The firework display culminated ... I have ever heard.	The firework display culminated in the loudest bang I have ever heard.
'06840	Unit 28: Verbs, objects and complements	Complete the sentences. Choose a preposition from box (i) and a phrase from box (ii) but not necessarily in that order.	[ of ; in ; with ; between ; on | fantasy ; the novel ; the rise of communism ; the loudest bang ; their children ]	the novel on	I had always believed that he based ... his own childhood experiences.	I had always believed that he based the novel on his own childhood experiences.
'06850	Unit 28: Verbs, objects and complements	Complete the sentences. Choose a preposition from box (i) and a phrase from box (ii) but not necessarily in that order.	[ of ; in ; with ; between ; on | fantasy ; the novel ; the rise of communism ; the loudest bang ; their children ]	between fantasy	At times during her long illness, she found it difficult to differentiate ... and reality.	At times during her long illness, she found it difficult to differentiate between fantasy and reality.
'06860	Unit 28: Verbs, objects and complements	Complete the sentences. Choose a preposition from box (i) and a phrase from box (ii) but not necessarily in that order.	[ of ; in ; with ; between ; on | fantasy ; the novel ; the rise of communism ; the loudest bang ; their children ]	with the rise of communism	The first chapter of the book deals ... in the country.	The first chapter of the book deals with the rise of communism in the country.
'06870	Unit 28: Verbs, objects and complements	Complete the sentences. Choose a preposition from box (i) and a phrase from box (ii) but not necessarily in that order.	[ to ; as ; with ; in | acupuncture ; my great-grandfather ; his long life ; Mahler's music ; one of the greatest singers ]	his long life to	Mr Collins is now 102 and attributes ... plenty of good food and exercise.	Mr Collins is now 102 and attributes his long life to plenty of good food and exercise.
'06880	Unit 28: Verbs, objects and complements	Complete the sentences. Choose a preposition from box (i) and a phrase from box (ii) but not necessarily in that order.	[ to ; as ; with ; in | acupuncture ; my great-grandfather ; his long life ; Mahler's music ; one of the greatest singers ]	in acupuncture	The health clinic specialises ... and has many famous clients.	The health clinic specialises in acupuncture and has many famous clients.
'06890	Unit 28: Verbs, objects and complements	Complete the sentences. Choose a preposition from box (i) and a phrase from box (ii) but not necessarily in that order.	[ to ; as ; with ; in | acupuncture ; my great-grandfather ; his long life ; Mahler's music ; one of the greatest singers ]	as one of the greatest singers	She is generally regarded ... of the century.	She is generally regarded as one of the greatest singers of the century.
'06900	Unit 28: Verbs, objects and complements	Complete the sentences. Choose a preposition from box (i) and a phrase from box (ii) but not necessarily in that order.	[ to ; as ; with ; in | acupuncture ; my great-grandfather ; his long life ; Mahler's music ; one of the greatest singers ]	Mahler's music with	I always associate ... <i>Death in Venice</i> because it was used in the film.	I always associate Mahler's music with <i>Death in Venice</i> because it was used in the film.
'06910	Unit 28: Verbs, objects and complements	Complete the sentences. Choose a preposition from box (i) and a phrase from box (ii) but not necessarily in that order.	[ to ; as ; with ; in | acupuncture ; my great-grandfather ; his long life ; Mahler's music ; one of the greatest singers ]	to my great-grandfather	The sword used to belong ... when he was in the army.	The sword used to belong to my great-grandfather when he was in the army.
'06920	Unit 28: Verbs, objects and complements	Complete each sentence with a word or phrase from the list. Put brackets round the word or phrase if the sentence is correct without it.	[ the bar ; the car ; clothes ; the dishes ; itself ; the new contracts ; their hand ; novels ; the orangutan ; the phone ; traffic ; the windows ]	traffic	The new restrictions on parking should decrease ... near the old town centre.	The new restrictions on parking should decrease traffic near the old town centre.
'06930	Unit 28: Verbs, objects and complements	Complete each sentence with a word or phrase from the list. Put brackets round the word or phrase if the sentence is correct without it.	[ the bar ; the car ; clothes ; the dishes ; itself ; the new contracts ; their hand ; novels ; the orangutan ; the phone ; traffic ; the windows ]	(clothes)	I only had a few minutes to change ..., so I hurried upstairs.	I only had a few minutes to change (clothes), so I hurried upstairs.
'06940	Unit 28: Verbs, objects and complements	Complete each sentence with a word or phrase from the list. Put brackets round the word or phrase if the sentence is correct without it.	[ the bar ; the car ; clothes ; the dishes ; itself ; the new contracts ; their hand ; novels ; the orangutan ; the phone ; traffic ; the windows ]	(the phone)	I called Tom, but his mother answered ... and said that he was out.	I called Tom, but his mother answered (the phone) and said that he was out.
'06950	Unit 28: Verbs, objects and complements	Complete each sentence with a word or phrase from the list. Put brackets round the word or phrase if the sentence is correct without it.	[ the bar ; the car ; clothes ; the dishes ; itself ; the new contracts ; their hand ; novels ; the orangutan ; the phone ; traffic ; the windows ]	itself	When the war began, the country declared ... neutral.	When the war began, the country declared itself neutral.
'06960	Unit 28: Verbs, objects and complements	Complete each sentence with a word or phrase from the list. Put brackets round the word or phrase if the sentence is correct without it.	[ the bar ; the car ; clothes ; the dishes ; itself ; the new contracts ; their hand ; novels ; the orangutan ; the phone ; traffic ; the windows ]	the new contracts	Although they like working for the company, most people at the meeting considered ... unreasonable.	Although they like working for the company, most people at the meeting considered the new contracts unreasonable.
'06970	Unit 28: Verbs, objects and complements	Complete each sentence with a word or phrase from the list. Put brackets round the word or phrase if the sentence is correct without it.	[ the bar ; the car ; clothes ; the dishes ; itself ; the new contracts ; their hand ; novels ; the orangutan ; the phone ; traffic ; the windows ]	(the car)	We parked ... a mile or so from the stadium and walked the rest of the way.	We parked (the car) a mile or so from the stadium and walked the rest of the way.
'06980	Unit 28: Verbs, objects and complements	Complete each sentence with a word or phrase from the list. Put brackets round the word or phrase if the sentence is correct without it.	[ the bar ; the car ; clothes ; the dishes ; itself ; the new contracts ; their hand ; novels ; the orangutan ; the phone ; traffic ; the windows ]	the windows	As it was starting to feel cold, I shut ... and turned on the heating.	As it was starting to feel cold, I shut the windows and turned on the heating.
'06990	Unit 28: Verbs, objects and complements	Complete each sentence with a word or phrase from the list. Put brackets round the word or phrase if the sentence is correct without it.	[ the bar ; the car ; clothes ; the dishes ; itself ; the new contracts ; their hand ; novels ; the orangutan ; the phone ; traffic ; the windows ]	the orangutan	Early naturalists believed ... capable of swimming over long distances.	Early naturalists believed the orangutan capable of swimming over long distances.
'07000	Unit 28: Verbs, objects and complements	Complete each sentence with a word or phrase from the list. Put brackets round the word or phrase if the sentence is correct without it.	[ the bar ; the car ; clothes ; the dishes ; itself ; the new contracts ; their hand ; novels ; the orangutan ; the phone ; traffic ; the windows ]	(their hand)	As the car went past, someone waved ... at me through the window.	As the car went past, someone waved (their hand) at me through the window.
'07010	Unit 28: Verbs, objects and complements	Complete each sentence with a word or phrase from the list. Put brackets round the word or phrase if the sentence is correct without it.	[ the bar ; the car ; clothes ; the dishes ; itself ; the new contracts ; their hand ; novels ; the orangutan ; the phone ; traffic ; the windows ]	(novels)	In his spare time Danny likes to write his blog and read ....	In his spare time Danny likes to write his blog and read (novels).
'07020	Unit 28: Verbs, objects and complements	Complete each sentence with a word or phrase from the list. Put brackets round the word or phrase if the sentence is correct without it.	[ the bar ; the car ; clothes ; the dishes ; itself ; the new contracts ; their hand ; novels ; the orangutan ; the phone ; traffic ; the windows ]	the bar	Both the children wanted some chocolate, so I broke ... in half.	Both the children wanted some chocolate, so I broke the bar in half.
'07030	Unit 28: Verbs, objects and complements	Complete each sentence with a word or phrase from the list. Put brackets round the word or phrase if the sentence is correct without it.	[ the bar ; the car ; clothes ; the dishes ; itself ; the new contracts ; their hand ; novels ; the orangutan ; the phone ; traffic ; the windows ]	(the dishes)	Although it was late, I decided to wash up ... before going to bed.	Although it was late, I decided to wash up (the dishes) before going to bed.
'07040	Unit 29: Verb + two objects	Complete the sentences with <i>to</i> or <i>for</i>.	[ to ; for ]	to	I can’t reach the screwdriver. Can you hand it ... me?	I can’t reach the screwdriver. Can you hand it to me?
'07050	Unit 29: Verb + two objects	Complete the sentences with <i>to</i> or <i>for</i>.	[ to ; for ]	for	Shall I make a cup of coffee ... you?	Shall I make a cup of coffee for you?
'07060	Unit 29: Verb + two objects	Complete the sentences with <i>to</i> or <i>for</i>.	[ to ; for ]	for	Beth had sprained her wrist and I had to write out her homework ... her.	Beth had sprained her wrist and I had to write out her homework for her.
'07070	Unit 29: Verb + two objects	Complete the sentences with <i>to</i> or <i>for</i>.	[ to ; for ]	to	That's Professor Jenkins over there. I'll introduce you ... her if you like.	That's Professor Jenkins over there. I'll introduce you to her if you like.
